OBJECTID_1,YearAnnexed_num,majorTreeType,inGreenwayBuffer
5945,1872,Linden,0
5946,1872,Elm,0
5947,1872,Fir,0
5948,1872,Fir,0
5949,1872,Locust,0
5950,1872,Locust,0
5951,1872,Locust,0
5952,1872,Locust,0
5953,1872,Locust,0
5954,1872,Locust,0
5955,1872,Locust,0
5956,1872,Locust,0
5957,1872,Locust,0
5958,1872,Locust,0
5959,1872,Locust,0
5960,1872,Ash,0
5961,1872,Ash,0
5962,1872,Ash,0
5963,1872,Ash,0
5964,1872,Elm,0
5965,1872,Elm,0
5966,1872,Locust,0
5967,1872,Ash,0
5968,1872,Locust,0
5969,1872,Elm,0
5970,1872,Elm,0
5971,1872,Ash,0
5972,1872,Linden,0
5973,1872,Maple,0
5974,1872,Hackberry,0
5975,1872,Oak,0
5976,1872,Maple,0
5977,1872,Pine,0
5978,1872,Fir,0
5979,1987,Ash,0
5980,1987,Linden,0
5981,1987,Locust,0
5982,1987,Ash,0
5983,1987,Locust,0
5984,1987,Oak,0
5985,1987,,0
5986,1987,Oak,0
5987,1987,Locust,0
5988,1987,Linden,0
5989,1987,Linden,0
5990,1987,Linden,0
5991,1987,Coffee tree,0
5992,1987,Coffee tree,0
5993,1987,Maple,0
5994,1987,Maple,0
5995,1987,Pear,0
5996,1987,Cherry,0
5997,1987,Maple,0
5998,1987,Maple,0
5999,1987,Ash,0
6000,1987,Linden,0
6001,1987,Ash,0
6002,1987,Hawthorn,0
6003,1987,Pine,0
6004,1987,Linden,0
6005,1987,Maple,0
6006,1987,Hawthorn,0
6007,1975,Cherry,1
6008,1975,Cherry,1
6009,1975,Cherry,1
6010,1975,Cherry,1
6011,1975,Cherry,1
6012,1975,Cherry,1
6013,1975,Cherry,1
6014,1975,Hackberry,1
6015,1975,Cherry,1
6016,1975,Cherry,1
6017,1975,Cherry,1
6018,1975,Cherry,1
6019,1975,Linden,1
6020,1975,Apple,1
6021,1975,Apple,1
6022,1975,Apple,1
6023,1975,Apple,1
6024,1975,Apple,1
6025,1975,Apple,1
6026,1975,Apple,1
6027,1975,Cherry,1
6028,1975,Pear,1
6029,1975,Pear,1
6030,1975,Pear,1
6031,1975,Pear,1
6032,1975,Ash,0
6033,1975,Ash,0
6034,1975,Aspen,0
6035,1975,Oak,0
6036,1975,Ash,0
6037,1975,Ash,0
6038,1975,Ash,0
6039,1975,Locust,0
6040,1975,Locust,0
6041,1975,Oak,0
6042,1975,Oak,0
6043,1975,Oak,0
6044,1975,Ash,0
6045,1975,Ash,0
6046,1975,Ash,0
6047,1975,Pear,0
6048,1975,Pear,0
6049,1975,Pear,0
6050,1975,Pear,0
6051,1975,Cherry,0
6052,1975,Cherry,0
6053,1975,Cherry,0
6054,1975,Cherry,0
6055,1975,Cherry,0
6056,1975,Japanese lilac,0
6057,1975,Japanese lilac,0
6058,1975,Japanese lilac,0
6059,1975,Japanese lilac,0
6060,1975,Japanese lilac,0
6061,1975,Japanese lilac,0
6062,1975,Japanese lilac,0
6063,1975,Spruce,0
6064,1990,Linden,0
6065,1990,Pear,0
6066,1990,Cherry,0
6067,1987,Linden,0
6068,1987,Pine,0
6069,1987,Oak,0
6070,1987,Pine,0
6071,1987,Pine,0
6072,1987,Oak,0
6073,1976,Linden,0
6074,1976,Ash,0
6075,1976,Linden,0
6076,1976,Oak,0
6077,1976,Maple,0
6078,1976,Pear,0
6079,1976,Maple,0
6080,1976,Pear,0
6081,1976,Pear,0
6082,1976,Apple,0
6083,1976,Linden,0
6084,1976,Linden,0
6085,1976,Locust,0
6086,1976,Hawthorn,0
6087,1976,Pine,0
6088,1976,Pine,0
6089,1976,Pine,0
6090,1976,Pine,0
6091,1990,Hawthorn,0
6092,1990,Pear,0
6093,1990,Oak,0
6094,1990,Pear,0
6095,1872,Locust,0
6096,1872,Ash,0
6097,1872,Oak,0
6098,1872,Oak,0
6099,1872,Ash,0
6100,1872,Linden,0
6101,1872,Ash,0
6102,1872,Maple,0
6103,1872,Juniper,0
6104,1872,Maple,0
6105,1872,,0
6106,1872,,0
6107,1872,Hackberry,0
6108,1872,Hackberry,0
6109,1872,Hackberry,0
6110,1872,Locust,0
6111,1872,Maple,0
6112,1872,Hackberry,0
6113,1872,Spruce,0
6114,1872,Spruce,0
6115,1872,Oak,0
6116,1872,Oak,0
6117,1872,Hackberry,0
6118,1872,Locust,0
6119,1872,Locust,0
6120,1872,Ash,0
6121,1872,Ash,0
6122,1872,Oak,0
6123,1872,Hackberry,0
6124,1872,Oak,0
6125,1872,Hackberry,0
6126,1872,Juniper,0
6127,1872,Hackberry,0
6128,1872,Hackberry,0
6129,1885,Hackberry,0
6130,1885,Juniper,0
6131,1885,Juniper,0
6132,1885,Hackberry,0
6133,1963,Linden,0
6134,1963,Linden,0
6135,1963,Oak,0
6136,1963,Maple,0
6137,1963,Maple,0
6138,1963,Maple,0
6139,1963,Oak,0
6140,1963,Elm,0
6141,1963,Elm,0
6142,1963,Elm,0
6143,1963,Oak,0
6144,1963,Oak,0
6145,1963,Elm,0
6146,1963,Elm,0
6147,1963,Locust,0
6148,1963,Elm,0
6149,1963,Elm,0
6150,1963,Hackberry,0
6151,1963,Catalpa,0
6152,1963,Hackberry,0
6153,1963,Oak,0
6154,1963,Elm,0
6155,1963,Elm,0
6156,1963,Ash,0
6157,1963,Hackberry,0
6158,1963,Maple,0
6159,1963,Maple,0
6160,1963,Apple,0
6161,1885,Elm,0
6162,1885,Elm,0
6163,1885,Maple,0
6164,1885,Locust,0
6165,1885,Linden,0
6166,1885,Elm,0
6167,1885,Ash,0
6168,1885,Oak,0
6169,1885,Cottonwood,0
6170,1885,Linden,0
6171,1885,Maple,0
6172,1885,Linden,0
6173,1885,Cottonwood,0
6174,1885,Linden,0
6175,1963,Linden,0
6176,1964,Elm,0
6177,1885,Elm,0
6178,1885,Oak,0
6179,1885,Linden,0
6180,1885,Apple,0
6181,1885,Maple,0
6182,1885,Apple,0
6183,1885,Apple,0
6184,1885,Catalpa,0
6185,1885,Elm,0
6186,1885,Maple,0
6187,1885,Locust,0
6188,1885,Maple,0
6189,1885,Locust,0
6190,1885,Locust,0
6191,1885,Oak,0
6192,1885,Ash,0
6193,1885,Maple,0
6194,1885,Elm,0
6195,1964,Apple,0
6196,2005,Hackberry,0
6197,1885,Hackberry,0
6198,1885,Ash,0
6199,1885,Ash,0
6200,1885,Ash,0
6201,1885,Ash,0
6202,1885,Ash,0
6203,1885,Maple,0
6204,1885,Ash,0
6205,1885,Apple,0
6206,1885,Maple,0
6207,1885,Oak,0
6208,1885,Linden,0
6209,1885,Locust,0
6210,1885,Locust,0
6211,1885,Oak,0
6212,1885,,0
6213,1885,Maple,0
6214,1885,Maple,0
6215,1885,Elm,0
6216,1885,Elm,0
6217,,Maple,0
6218,,Juniper,0
6219,1891,Maple,0
6220,1891,Maple,0
6221,1891,Coffee tree,0
6222,1891,Oak,0
6223,1891,Juniper,0
6224,1891,Elm,0
6225,1891,Locust,0
6226,1891,Elm,0
6227,1891,Hackberry,0
6228,1891,Ash,0
6229,1891,Ash,0
6230,1891,Ash,0
6231,1891,Hackberry,0
6232,1891,Ash,0
6233,1891,Maple,0
6234,1891,Maple,0
6235,1891,Locust,0
6236,1891,Locust,0
6237,1891,Maple,0
6238,1891,Ash,0
6239,1891,Ash,0
6240,,Juniper,0
6241,,Juniper,0
6242,,Juniper,0
6243,,Juniper,0
6244,,Catalpa,0
6245,1971,Maple,0
6246,1891,Catalpa,0
6247,1891,Maple,0
6248,1891,Oak,0
6249,1891,Linden,0
6250,1891,Hackberry,0
6251,1891,Ash,0
6252,1891,Oak,0
6253,1891,Hackberry,0
6254,1891,Elm,0
6255,1891,Maple,0
6256,1891,Locust,0
6257,1891,Elm,0
6258,1891,Oak,0
6259,1891,Linden,0
6260,1891,Linden,0
6261,1891,Linden,0
6262,1891,Maple,0
6263,1891,Linden,0
6264,1891,Maple,0
6265,1891,Hackberry,0
6266,1891,Oak,0
6267,1891,Oak,0
6268,1891,Oak,0
6269,1891,Apple,0
6270,1891,Hackberry,0
6271,1891,Hackberry,0
6272,1891,Oak,0
6273,1885,Ash,0
6274,1907,Pear,0
6275,1907,Linden,0
6276,1907,Apple,0
6277,1907,Pear,0
6278,1907,Hackberry,0
6279,1907,Maple,0
6280,1907,Maple,0
6281,1907,Elm,0
6282,1907,Elm,0
6283,1907,Elm,0
6284,1907,Ash,0
6285,1907,Ash,0
6286,1907,Ash,0
6287,1907,Filbert,0
6288,1907,Maple,0
6289,1906,Elm,0
6290,1906,Maple,0
6291,1906,Plum,0
6292,1906,Ash,0
6293,1906,Elm,0
6294,1907,Fir,0
6295,1907,Ash,0
6296,1907,Coffee tree,0
6297,1907,Maple,0
6298,1907,,0
6299,1907,Linden,0
6300,1907,Ash,0
6301,1907,Linden,0
6302,1907,Maple,0
6303,1907,Oak,0
6304,1907,Ash,0
6305,1907,Maple,0
6306,1907,Oak,0
6307,1885,Pear,0
6308,1885,Maple,0
6309,1903,Oak,0
6310,2007,Oak,0
6311,2007,Locust,0
6312,2007,Elm,0
6313,2007,,0
6314,2007,Elm,0
6315,2007,Elm,0
6316,2007,Elm,0
6317,2007,Elm,0
6318,2007,Elm,0
6319,2007,Maple,0
6320,2007,Linden,0
6321,2007,Oak,0
6322,2007,Hackberry,0
6323,2007,Hackberry,0
6324,2007,Elm,0
6325,2007,Oak,0
6326,2007,Oak,0
6327,2007,Linden,0
6328,2007,Hackberry,0
6329,2007,Maple,0
6330,2007,Maple,0
6331,2007,Maple,0
6332,2007,Elm,0
6333,2007,Maple,0
6334,2007,Elm,0
6335,2007,Elm,0
6336,2007,Elm,0
6337,2007,Linden,0
6338,2007,Oak,0
6339,2007,Maple,0
6340,1903,Maple,0
6341,1903,Elm,0
6342,1903,Elm,0
6343,1903,Elm,0
6344,1903,Elm,0
6345,1903,Hackberry,0
6346,1903,Locust,0
6347,1903,Elm,0
6348,1903,Elm,0
6349,1903,Hackberry,0
6350,1903,Maple,0
6351,1903,Maple,0
6352,1903,Ash,0
6353,1903,Hackberry,0
6354,1891,Elm,0
6355,1903,Pear,0
6356,1903,Oak,0
6357,1903,Elm,0
6358,1903,Linden,0
6359,1903,Linden,0
6360,1903,Maple,0
6361,1903,Maple,0
6362,1903,Oak,0
6363,1903,Pear,0
6364,1903,Locust,0
6365,1903,Ash,0
6366,1903,Elm,0
6367,1903,Locust,0
6368,1903,Oak,0
6369,1903,Maple,0
6370,1903,Maple,0
6371,1903,Maple,0
6372,1903,Elm,0
6373,1903,Maple,0
6374,1903,Maple,0
6375,2007,Elm,0
6376,2007,Apple,0
6377,2007,Locust,0
6378,2007,Elm,0
6379,2007,Elm,0
6380,2007,Hackberry,0
6381,2007,Hackberry,0
6382,2007,Oak,0
6383,2007,Ash,0
6384,1890,Locust,0
6385,1890,Linden,0
6386,1890,Linden,0
6387,1890,Locust,0
6388,1890,Elm,0
6389,1890,Ash,0
6390,1890,Oak,0
6391,1890,Coffee tree,0
6392,1890,Ash,0
6393,1890,Ash,0
6394,1890,Ash,0
6395,1890,Locust,0
6396,1890,Maple,0
6397,1890,Maple,0
6398,1890,Elm,0
6399,1890,Elm,0
6400,1891,Elm,0
6401,1891,Linden,0
6402,1891,Linden,0
6403,1903,Maple,0
6404,1903,Elm,0
6405,1903,Linden,0
6406,1903,Oak,0
6407,1903,Linden,0
6408,1903,Oak,0
6409,1903,Linden,0
6410,1903,Hackberry,0
6411,1903,Oak,0
6412,1903,Elm,0
6413,1890,Hackberry,0
6414,1890,Hackberry,0
6415,1890,Hackberry,0
6416,1872,Linden,0
6417,1872,Linden,0
6418,1872,Locust,0
6419,1872,Locust,0
6420,1872,Locust,0
6421,1872,Locust,0
6422,1872,Locust,0
6423,1872,Locust,0
6424,1872,Locust,0
6425,1872,Locust,0
6426,1872,Locust,0
6427,1872,Maple,0
6428,1872,Maple,0
6429,1872,Locust,0
6430,1872,Locust,0
6431,1872,Locust,0
6432,1872,Locust,0
6433,1872,Linden,0
6434,1872,Linden,0
6435,1872,Linden,0
6436,1872,Locust,0
6437,1872,Locust,0
6438,1872,Locust,0
6439,1872,Locust,0
6440,1872,Locust,0
6441,1872,Locust,0
6442,1872,Locust,0
6443,1872,Locust,0
6444,1872,Locust,0
6445,1872,Locust,0
6446,1872,Locust,0
6447,1872,Locust,0
6448,1872,Locust,0
6449,1872,Locust,0
6450,1872,Locust,0
6451,1872,Linden,0
6452,1872,Linden,0
6453,1872,Linden,0
6454,1872,Linden,0
6455,1872,Locust,0
6456,1872,Locust,0
6457,1872,Locust,0
6458,1872,Locust,0
6459,1872,Locust,0
6460,1872,Locust,0
6461,1872,Locust,0
6462,1872,Locust,0
6463,1872,Locust,0
6464,1872,Pear,0
6465,1872,,0
6466,1872,,0
6467,1872,Locust,0
6468,1872,Locust,0
6469,1872,Locust,0
6470,1872,Locust,0
6471,1872,Locust,0
6472,1872,Locust,0
6473,1872,Locust,0
6474,1872,Locust,0
6475,1872,Locust,0
6476,1872,Locust,0
6477,1872,Locust,0
6478,1872,Hackberry,0
6479,1872,Ash,0
6480,1872,Locust,0
6481,1872,Hackberry,0
6482,1872,Linden,0
6483,1872,Locust,0
6484,1872,Ash,0
6485,1872,Oak,0
6486,1872,Locust,0
6487,1872,Ash,0
6488,1872,Linden,0
6489,1872,Linden,0
6490,1872,Oak,0
6491,1872,Locust,0
6492,1872,Locust,0
6493,1872,Linden,0
6494,1890,Locust,0
6495,1890,Ash,0
6496,1890,Locust,0
6497,1872,Hackberry,0
6498,1872,Hackberry,0
6499,1872,Hackberry,0
6500,1872,Linden,0
6501,1872,Oak,0
6502,1872,Locust,0
6503,1872,Locust,0
6504,1872,Linden,0
6505,1872,Linden,0
6506,1872,Ash,0
6507,1872,Ash,0
6508,1872,Hackberry,0
6509,1872,Hackberry,0
6510,1872,Oak,0
6511,1872,Locust,0
6512,1872,Locust,0
6513,1872,Ash,0
6514,1872,Ash,0
6515,1872,Oak,0
6516,1872,Oak,0
6517,1872,Oak,0
6518,1872,Ash,0
6519,1872,Locust,0
6520,1872,Ash,0
6521,1872,Locust,0
6522,1872,Locust,0
6523,1872,Locust,0
6524,1872,Locust,0
6525,1872,Locust,0
6526,1872,Locust,0
6527,1872,Locust,0
6528,1872,Locust,0
6529,1872,Locust,0
6530,1872,Locust,0
6531,1872,Locust,0
6532,1872,Locust,0
6533,1872,Linden,0
6534,1872,Linden,0
6535,1872,Locust,0
6536,1872,Locust,0
6537,1872,Locust,0
6538,1872,Locust,0
6539,1872,Locust,0
6540,1872,Locust,0
6541,1872,Locust,0
6542,1872,Locust,0
6543,1872,Locust,0
6544,1872,Locust,0
6545,1872,Locust,0
6546,1872,Linden,0
6547,1872,Linden,0
6548,1872,Linden,0
6549,1872,Linden,0
6550,1872,Locust,0
6551,1872,Locust,0
6552,1872,Locust,0
6553,1872,Locust,0
6554,1872,Locust,0
6555,1872,Linden,0
6556,1872,Maple,0
6557,1872,Locust,0
6558,1872,Locust,0
6559,1872,Locust,0
6560,1872,Locust,0
6561,1872,Locust,0
6562,1872,Locust,0
6563,1872,Linden,0
6564,1872,Linden,0
6565,1872,Maple,0
6566,1872,Maple,0
6567,1872,Maple,0
6568,1872,Ash,0
6569,1872,Ash,0
6570,1872,Ash,0
6571,1872,Ash,0
6572,1872,Ash,0
6573,1872,Ash,0
6574,1872,Ash,0
6575,1872,Linden,0
6576,1872,Locust,0
6577,1872,Locust,0
6578,1872,Locust,0
6579,1872,Locust,0
6580,1872,Locust,0
6581,1872,Locust,0
6582,1872,Locust,0
6583,1872,Locust,0
6584,1872,Locust,0
6585,1872,Locust,0
6586,1872,Locust,0
6587,1872,Locust,0
6588,1872,Locust,0
6589,1872,Locust,0
6590,1872,Linden,0
6591,1872,Linden,0
6592,1872,Locust,0
6593,1872,Locust,0
6594,1872,Locust,0
6595,1872,Locust,0
6596,1872,Locust,0
6597,1872,Locust,0
6598,1872,Locust,0
6599,1872,Locust,0
6600,1872,Locust,0
6601,1872,Locust,0
6602,1872,Locust,0
6603,1872,Locust,0
6604,1872,Locust,0
6605,1872,Ash,0
6606,1872,Ash,0
6607,1872,Hackberry,0
6608,1872,Hackberry,0
6609,1872,Oak,0
6610,1872,Maple,0
6611,1872,Ash,0
6612,1872,Locust,0
6613,1872,Locust,0
6614,1872,Pear,0
6615,1872,Pear,0
6616,1872,Pear,0
6617,1872,Hackberry,0
6618,1872,Oak,0
6619,1872,Plum,0
6620,1872,Plum,0
6621,1872,Oak,0
6622,1872,Linden,0
6623,1872,Linden,0
6624,1872,Spruce,0
6625,1872,Locust,0
6626,1872,Locust,0
6627,1872,Locust,0
6628,1872,Linden,0
6629,1872,Linden,0
6630,1872,Linden,0
6631,1872,Linden,0
6632,1872,Locust,0
6633,1872,Locust,0
6634,1872,Locust,0
6635,1872,Ash,0
6636,1872,Oak,0
6637,1872,Oak,0
6638,1872,Oak,0
6639,1872,Oak,0
6640,1872,Oak,0
6641,2005,Spruce,0
6642,2005,Elm,0
6643,2005,Locust,0
6644,2005,Hackberry,0
6645,2005,Spruce,0
6646,2005,Cottonwood,0
6647,2005,Cottonwood,0
6648,2005,Spruce,0
6649,2005,Locust,0
6650,2005,Hackberry,0
6651,2005,Cottonwood,0
6652,2005,Hackberry,0
6653,2005,Locust,0
6654,2005,Cottonwood,0
6655,2005,Cottonwood,0
6656,2005,Locust,0
6657,2005,Oak,0
6658,2005,,0
6659,2005,,0
6660,2005,,0
6661,2005,Ash,0
6662,2005,Cottonwood,0
6663,2005,Elm,0
6664,2005,Elm,0
6665,2005,Elm,0
6666,2005,Willow,0
6667,2005,Cottonwood,0
6668,2005,Willow,0
6669,2005,Willow,0
6670,2005,Elm,0
6671,2005,Elm,0
6672,2005,Willow,0
6673,2005,,0
6674,2005,Cottonwood,0
6675,2005,Cottonwood,0
6676,2005,Cottonwood,0
6677,2005,Cottonwood,0
6678,2005,Cottonwood,0
6679,2005,Cottonwood,0
6680,2005,Cottonwood,0
6681,2005,Cottonwood,0
6682,2005,Cottonwood,0
6683,2005,,0
6684,2005,,0
6685,2005,,0
6686,2005,Elm,0
6687,2005,Cottonwood,0
6688,2005,Cottonwood,0
6689,2005,Cottonwood,0
6690,2005,Cottonwood,0
6691,2005,Cottonwood,0
6692,2005,Cottonwood,0
6693,2005,Cottonwood,0
6694,2005,Cottonwood,0
6695,2005,Cottonwood,0
6696,2005,Cottonwood,0
6697,2005,Cottonwood,0
6698,2005,Cottonwood,0
6699,2005,Cottonwood,0
6700,2005,Cottonwood,0
6701,2005,Elm,0
6702,2005,Elm,0
6703,2005,Elm,0
6704,2005,Sumac,0
6705,2005,Elm,0
6706,2005,Elm,0
6707,2005,Elm,0
6708,2005,Cottonwood,0
6709,2011,Elm,0
6710,2011,Cottonwood,0
6711,2011,Cottonwood,0
6712,2011,Cottonwood,0
6713,2011,Cottonwood,0
6714,2007,Cottonwood,0
6715,2007,Cottonwood,0
6716,2011,Cottonwood,0
6717,2007,Cottonwood,0
6718,2011,Cottonwood,0
6719,2007,Cottonwood,0
6720,2007,Cottonwood,0
6721,2007,Cottonwood,0
6722,2011,Cottonwood,0
6723,2007,Cottonwood,0
6724,2011,Cottonwood,0
6725,2011,Cottonwood,0
6726,2011,Cottonwood,0
6727,2011,Cottonwood,0
6728,2005,Ash,0
6729,2005,Ash,0
6730,2005,Elm,0
6731,2005,Pear,0
6732,2005,Hackberry,0
6733,2005,Elm,0
6734,2005,Cottonwood,0
6735,2005,Elm,0
6736,2005,Cottonwood,0
6737,2005,Spruce,0
6738,2005,Cottonwood,0
6739,2005,Ash,0
6740,2005,Ash,0
6741,2005,Maple,0
6742,2005,Elm,0
6743,2005,Elm,0
6744,2005,Willow,0
6745,2005,Cottonwood,0
6746,2005,Cottonwood,0
6747,2005,Locust,0
6748,2005,Locust,0
6749,2005,Locust,0
6750,2005,Locust,0
6751,2005,Hackberry,0
6752,2005,Willow,0
6753,2005,Cottonwood,0
6754,2005,,0
6755,2005,Hackberry,0
6756,2005,Hackberry,0
6757,2005,Locust,0
6758,2005,Locust,0
6759,2005,Locust,0
6760,2005,Hackberry,0
6761,2005,Locust,0
6762,2005,Spruce,0
6763,2005,Elm,0
6764,2005,Cottonwood,0
6765,2005,Pear,0
6766,2005,Cottonwood,0
6767,1872,Apple,0
6768,1872,Apple,0
6769,1872,Pear,0
6770,1872,Linden,0
6771,1872,Linden,0
6772,1872,Linden,0
6773,1872,Locust,0
6774,1872,Locust,0
6775,1872,,0
6776,1872,Pear,0
6777,1872,Pear,0
6778,1872,Pear,0
6779,1872,Elm,0
6780,1872,Maple,0
6781,1872,Maple,0
6782,1872,Maple,0
6783,1872,Oak,0
6784,1872,Maple,0
6785,1872,Maple,0
6786,1872,Locust,0
6787,1872,Elm,0
6788,1872,Linden,0
6789,1872,Linden,0
6790,1872,Elm,0
6791,1872,Locust,0
6792,1872,Maple,0
6793,1872,Maple,0
6794,1872,Hackberry,0
6795,1872,Ash,0
6796,1872,Ash,0
6797,1872,Hackberry,0
6798,1872,Ash,0
6799,1872,Ash,0
6800,1872,Linden,0
6801,1872,Linden,0
6802,1872,Linden,0
6803,1872,Linden,0
6804,1872,Linden,0
6805,1872,Linden,0
6806,1872,Linden,0
6807,1872,Oak,0
6808,1872,Ash,0
6809,1872,Ash,0
6810,1872,Ash,0
6811,1872,Catalpa,0
6812,1872,Catalpa,0
6813,1872,Catalpa,0
6814,1872,Ash,0
6815,1872,Locust,0
6816,1872,Linden,0
6817,1872,Hackberry,0
6818,1872,Ash,0
6819,1872,Ash,0
6820,1872,Hackberry,0
6821,1872,Elm,0
6822,1872,Elm,0
6823,1872,Hackberry,0
6824,1872,Ash,0
6825,1872,Oak,0
6826,1872,Ash,0
6827,1872,Ash,0
6828,1872,Hackberry,0
6829,1872,Oak,0
6830,1872,Ash,0
6831,1872,Elm,0
6832,1872,Linden,0
6833,1872,Ash,0
6834,1872,Ash,0
6835,1872,Maple,0
6836,1872,Linden,0
6837,1872,Ash,0
6838,1872,Locust,0
6839,1872,Oak,0
6840,1872,Maple,0
6841,1872,Ash,0
6842,1872,Locust,0
6843,1872,Locust,0
6844,1872,Locust,0
6845,1872,Maple,0
6846,1872,Maple,0
6847,1872,Maple,0
6848,1872,Maple,0
6849,1872,Maple,0
6850,1872,Oak,0
6851,1872,Ash,0
6852,1872,Maple,0
6853,1872,Oak,0
6854,1872,Maple,0
6855,1872,Linden,0
6856,1872,Oak,0
6857,1872,Oak,0
6858,1872,Ash,0
6859,1872,Ash,0
6860,1872,Linden,0
6861,1872,Oak,0
6862,1872,Maple,0
6863,1872,Maple,0
6864,1872,Maple,0
6865,1872,Ash,0
6866,1872,Maple,0
6867,1872,Maple,0
6868,1872,Aspen,0
6869,1872,Aspen,0
6870,1872,Aspen,0
6871,1872,Ash,0
6872,1872,Ash,0
6873,1872,Ash,0
6874,1872,Locust,0
6875,1872,Locust,0
6876,1872,Ash,0
6877,1872,Ash,0
6878,1872,Ash,0
6879,1872,Ash,0
6880,1872,Oak,0
6881,1872,Oak,0
6882,1872,Oak,0
6883,1872,Locust,0
6884,1872,Locust,0
6885,1872,Maple,0
6886,1872,Maple,0
6887,1872,Maple,0
6888,1872,Oak,0
6889,1872,Ash,0
6890,1872,Ash,0
6891,1872,Ash,0
6892,1872,Oak,0
6893,1872,Oak,0
6894,1872,Oak,0
6895,1872,Ash,0
6896,1872,Fir,0
6897,1872,Elm,0
6898,1872,Elm,0
6899,1872,Elm,0
6900,1872,Oak,0
6901,1872,Elm,0
6902,1872,Elm,0
6903,1872,Locust,0
6904,1872,Elm,0
6905,1872,Linden,0
6906,1872,Ash,0
6907,1872,Ash,0
6908,1872,Ash,0
6909,1872,Oak,0
6910,1872,Maple,0
6911,1872,Hackberry,0
6912,1872,Ash,0
6913,1872,Ash,0
6914,1872,Ash,0
6915,1872,Maple,0
6916,1872,Maple,0
6917,1872,Ash,0
6918,1872,Ash,0
6919,1872,Locust,0
6920,1872,Ash,0
6921,1872,Ash,0
6922,1872,Oak,0
6923,1872,Ash,0
6924,1872,Ash,0
6925,1872,Ash,0
6926,1872,Ash,0
6927,1872,Ash,0
6928,1872,Ash,0
6929,1872,Ash,0
6930,1872,Ash,0
6931,1872,Fir,0
6932,1872,Maple,0
6933,1872,Oak,0
6934,1872,Pear,0
6935,1872,Maple,0
6936,1872,Ash,0
6937,1872,Locust,0
6938,1872,Ash,0
6939,1872,Ash,0
6940,1872,Maple,0
6941,1872,Maple,0
6942,1872,Apple,0
6943,1872,Ash,0
6944,1872,Catalpa,0
6945,1872,Ash,0
6946,1872,Oak,0
6947,1872,Maple,0
6948,1872,Sycamore,0
6949,1872,Maple,0
6950,1872,Maple,0
6951,1872,Maple,0
6952,1872,Linden,0
6953,1872,Apple,0
6954,1872,Apple,0
6955,1872,Maple,0
6956,1872,Maple,0
6957,1872,Locust,0
6958,1872,Locust,0
6959,1872,Oak,0
6960,1872,Maple,0
6961,1872,Ash,0
6962,1872,Ash,0
6963,1872,Ash,0
6964,1872,Maple,0
6965,1872,Maple,0
6966,1872,Pear,0
6967,1872,Maple,0
6968,1872,Oak,0
6969,1872,Linden,0
6970,1872,Coffee tree,0
6971,1872,Maple,0
6972,1872,Ash,0
6973,1872,Ash,0
6974,1872,Ash,0
6975,1872,Ash,0
6976,1872,Oak,0
6977,1872,Cottonwood,0
6978,1872,Linden,0
6979,1872,Maple,0
6980,1872,Ash,0
6981,1872,Linden,0
6982,1872,Oak,0
6983,1872,Ash,0
6984,1872,Ash,0
6985,1872,Ash,0
6986,1872,Ash,0
6987,1872,Ash,0
6988,1872,Maple,0
6989,1872,Maple,0
6990,1872,Ash,0
6991,1872,Ash,0
6992,1872,Ash,0
6993,1872,Maple,0
6994,1872,Maple,0
6995,1872,Pear,0
6996,1872,Maple,0
6997,1872,Elm,0
6998,1872,Hackberry,0
6999,1872,Sycamore,0
7000,1872,Ash,0
7001,1872,Sycamore,0
7002,1872,Linden,0
7003,1872,Ash,0
7004,1872,Linden,0
7005,1872,Maple,0
7006,1872,Maple,0
7007,1872,Ash,0
7008,1872,Ash,0
7009,1872,Oak,0
7010,1872,Maple,0
7011,1872,Juniper,0
7012,1872,Oak,0
7013,1872,Oak,0
7014,1872,Oak,0
7015,1872,Oak,0
7016,1872,Ash,0
7017,1872,Ash,0
7018,1872,Ash,0
7019,1872,Ash,0
7020,1872,Locust,0
7021,1872,Locust,0
7022,1872,Locust,0
7023,1872,Maple,0
7024,1872,Maple,0
7025,1872,Maple,0
7026,1872,Maple,0
7027,1872,Maple,0
7028,1872,Maple,0
7029,1872,,0
7030,1872,Ash,0
7031,1872,Linden,0
7032,1872,Maple,0
7033,1872,Oak,0
7034,1872,Elm,0
7035,1872,Maple,0
7036,1872,Ash,0
7037,1872,Maple,0
7038,1872,Ash,0
7039,1872,Maple,0
7040,1872,Linden,0
7041,1872,Maple,0
7042,1872,Maple,0
7043,1872,Elm,0
7044,1872,Oak,0
7045,1872,Apple,0
7046,1872,Maple,0
7047,1872,Linden,0
7048,1872,Ash,0
7049,1872,Oak,0
7050,1872,Ash,0
7051,1872,Ash,0
7052,1872,Linden,0
7053,1872,Ash,0
7054,1872,Ash,0
7055,1872,Maple,0
7056,1872,Ash,0
7057,1872,Ash,0
7058,1872,Oak,0
7059,1872,Linden,0
7060,1872,Ash,0
7061,1872,Linden,0
7062,1872,Linden,0
7063,1872,Linden,0
7064,1872,Linden,0
7065,1872,Oak,0
7066,1872,Maple,0
7067,1872,Oak,0
7068,1872,Oak,0
7069,1872,Apple,0
7070,1872,Spruce,0
7071,1872,Linden,0
7072,1872,Ash,0
7073,1872,Ash,0
7074,1872,Locust,0
7075,1872,Oak,0
7076,1872,Maple,0
7077,1872,Pear,0
